	temp_0001	temp_0002	temp_0003	temp_0004	temp_0005	temp_0006	temp_0007	temp_0008	temp_0009	temp_0010	temp_0011	temp_0012	temp_0013	temp_0014	temp_0015	temp_0016	temp_0017	temp_0018	temp_0019	temp_0020	temp_0021	temp_0022	temp_0023	temp_0024	temp_0025	temp_0026	temp_0027	temp_0028	temp_0029	temp_0030	temp_0031	temp_0032	temp_0033	temp_0034	temp_0035	temp_0036	temp_0037	temp_0038	temp_0039	temp_0040	temp_0041	temp_0042	temp_0043	temp_0044	temp_0045	temp_0046	temp_0047	temp_0048	temp_0049	temp_0050	temp_0051	temp_0052	temp_0053	temp_0054	temp_0055	temp_0056	temp_0059	temp_0060	temp_0061	temp_0062	temp_0063	temp_0064	temp_0065	temp_0066	temp_0067	temp_0068	temp_0069	temp_0070	temp_0071	temp_0072	temp_0073	temp_0074	temp_0075	temp_0076	temp_0077	temp_0078	temp_0079	temp_0080	temp_0081	temp_0082	temp_0083	temp_0084	temp_0085	temp_0086	temp_0087	temp_0088	temp_0089	temp_0090	temp_0091	temp_0092	temp_0093	temp_0094	temp_0095	temp_0096	temp_0097	temp_0098	temp_0099	temp_0100	temp_0101	temp_0102	temp_0103	temp_0104	temp_0105	temp_0106	temp_0107	temp_0108	temp_0109	temp_0110	temp_0111	temp_0112	temp_0113	temp_0114	temp_0115	temp_0116	temp_0117	temp_0118	temp_0119	temp_0120	temp_0121	temp_0122	temp_0123	temp_0124	temp_0125	temp_0126	temp_0127	temp_0128
796	1.0101	2.2406	0.9303	1.1613	1.0245	1.5225	1.5156	1.328	0.4847	0.2529	0.705	0.7459	0.4123	1.7445	0.5768	0.5192	1.2782	0.4217	1.2862	2.0141	2.1177	1.7039	1.5324	1.6294	0.5631	1.0652	1.0261	1.2535	1.2786	0.8222	0.9438	0.6808	0.9849	0.7881	1.527	2.0555	1.0723	0.9932	0.9374	0.4842	0.6804	2.1874	2.9565	0.8031	1.7524	0.95	0.3908	0.9899	2.314	1.5465	1.5455	0.793	0.3804	0.3393	0.7065	1.6901	0.8639	1.1057	0.4087	0.8547	1.4669	0.9181	0.6711	0.4864	1.7946	2.8506	1.067	0.7683	0.5387	1.2647	1.7041	5.6252	0.8918	1.0484	3.7447	1.528	0.8214	0.9346	0.4545	0.6657	3.4976	0.7058	0.9636	1.2242	1.7677	1.1347	1.0332	0.571	0.5676	0.2754	0.3769	0.875	1.3855	0.6249	1.8326	0.8014	0.8341	1.0678	0.9543	1.2396	1.8051	0.8402	1.2515	0.531	0.9407	0.4519	0.958	0.8364	0.7992	0.5586	0.8861	1.3646	1.0068	1.3473	0.5846	1.8574	1.618	0.633	1	1.5103	2.6902	1.0963	1.2543	1.8696	1.1608	0.9813
100001266	1.6036	1.4743	0.7388	0.9745	1	1.1233	1.2251	1.374	1.1857	1.4383	0.1505	0.3579	0.9823	0.9516	1.6945	1.2814	1.5005	1.2952	0.6773	0.7347	1	0.6713	1.0111	0.8883	0.7199	0.7379	0.7219	0.7032	0.627	0.7647	0.8091	0.7753	1.4959	1.1585	0.4379	0.445	1.0801	1.2315	0.8112	0.5073	0.5336	0.6886	1.0482	0.7924	0.7091	0.607	0.7922	1.2675	0.7926	0.6716	0.8227	0.66	1.7662	1.7607	1.1438	1.23	1.1612	0.8206	1.1462	1.0546	0.5959	1.1448	0.6983	0.7885	1.2298	1.1109	1.1336	1.732	1.5856	1.8088	0.8322	0.649	0.4131	0.4447	1.3382	1.4889	0.2655	0.4336	1.2457	1.024	0.8203	1.0903	0.7103	0.6876	1.0913	1.0978	0.9369	1.1418	1.2467	1.0103	0.6368	0.7262	1.5254	1.2753	0.6473	0.3881	0.6247	0.8269	0.9509	1.2758	1.4448	1.1504	1.1158	1.3634	2.0047	1.9173	0.9583	0.8488	0.9678	0.403	0.5838	0.4227	0.5556	0.259	1.4316	0.9193	0.8935	0.1505	1.2823	1.2943	0.8816	1.3036	1.5087	1.8302	1.0217	1.5473
100008933	0.7507	1.4923	1.2363	0.8778	0.7644	1.6678	0.4203	0.8635	0.517	0.7115	0.9605	0.4203	0.6815	0.6432	1.7225	1.2233	0.4203	0.8874	0.4203	0.7298	0.9904	0.9898	1.1801	0.9619	0.577	0.5184	1.408	1.0217	0.6314	1.7138	0.8615	0.6759	0.7682	0.7675	1.522	1.0008	0.4772	0.6426	0.7435	0.8436	0.6977	0.6662	0.8652	0.8819	0.5665	0.7691	1.6842	1.153	0.7908	2.6881	1.3482	1.685	0.5326	1.1351	1	1.4857	1.1166	1.5168	0.9363	1.3405	0.7698	0.7992	1.1822	0.5225	0.8578	0.8996	0.4203	0.7119	1.2464	1.2833	1.4831	6.9667	1.1051	1.3004	1.038	0.8929	0.8485	1.1176	1.1365	0.8632	4.2981	0.4203	0.794	1.0671	1.7771	1.9258	1.504	1.2321	0.4203	0.9952	0.7449	1.1671	1.5798	0.9352	0.7437	0.8143	0.8963	0.4203	1.4319	1.4977	0.7874	0.9875	1.7249	1.3155	0.6194	0.9992	1.0644	0.9782	0.5457	1.029	0.8529	0.9916	1.0228	2.3549	1.31	1.2285	1.2949	1.2026	0.6826	1.62	1.4093	1.252	1.0916	1.3164	0.4514	1.0381
100020425	3.3497	1.7152	2.4276	0.9966	0.9411	0.8516	0.65	0.4089	1.0148	0.3835	2.063	1.7808	0.7018	0.7412	1.3167	1.4783	2.0217	1.3421	1.3579	1.1374	1.358	1.7952	2.1504	1.611	1.4157	0.6982	0.6456	0.408	0.7292	0.9706	0.5711	0.8609	0.6666	0.5785	0.6105	0.7817	1.1685	0.6963	1.8921	1.4504	0.7541	0.6408	1.1666	0.7235	0.6153	1.2171	4.1212	3.5946	1.3381	1.3117	0.6772	1.1336	1.1507	1.4159	0.5791	0.6109	0.754	0.7076	0.7707	0.8356	0.6399	0.3207	0.7519	1.8089	1.3484	1.9369	0.6893	1.0786	0.7941	0.5806	0.8272	1.4329	0.8611	0.7353	3.3517	0.9014	0.6392	1.0248	1.0243	1.0448	0.606	0.7861	0.6825	1.2802	1.0342	2.5436	0.6736	1.7739	0.5281	0.5647	1	1.2477	1.4631	2.8409	0.7573	1.0326	1.9588	2.1658	0.8197	0.8888	1.405	0.9413	0.8572	0.8665	1.1172	1.149	1.2168	0.5175	1.4551	0.9915	0.7123	0.3598	0.4015	0.4737	1.4331	0.6526	1.3368	0.4785	0.7096	0.3207	1.2217	2.341	1.1139	0.7743	0.5615	1.0808
503	1.1681	0.8577	0.9172	0.9595	1.0674	1.2656	0.7312	0.8403	0.885	0.8187	0.519	0.8253	1.1011	1.0408	0.6209	0.9163	0.9202	0.8108	1.1126	1.3395	1.0122	1.1087	0.9792	1.4303	0.5023	0.638	0.9325	1.1314	0.7979	0.9005	1.0147	1.0002	1.3403	0.998	1.028	0.7715	0.8609	0.9976	1.2017	1.0828	0.9123	1.1269	0.9878	1.2271	0.9412	1.1011	1.1454	0.9403	0.9922	1.0733	0.9	0.9004	0.8073	0.8538	0.9182	0.8351	1.1632	1.361	0.9538	0.9061	1.0124	0.9402	0.7147	1.1629	0.8686	0.9816	0.8923	1.105	1.0716	1.1253	0.9998	1.0238	0.9092	1.0727	1.0462	0.9361	1.0064	1.2137	1.2223	1.2963	1.3862	1.489	0.7729	0.9108	0.9714	0.7501	0.6774	0.6008	1.0656	0.9503	0.709	0.8728	1.1515	1.1988	1.0358	1.0839	1.0364	1.0289	0.8457	0.9256	1.1851	1.1031	0.9511	0.9682	1.2576	1.1183	1.0318	1.077	1.0242	0.9299	1.5709	1.1735	1.238	0.7739	1.2317	0.9466	0.957	0.997	1.071	1.2565	1.1842	0.9267	0.8695	1.0094	1.0481	1.2003
100020427	2.9106	2.0967	2.955	1.3459	1.2823	0.8412	0.3128	0.5927	1.0418	0.4154	1.7856	1.501	1.0902	1.0139	1.4317	1.301	2.7169	0.859	1.4579	1.1461	1.7457	1.9184	2.4573	1.4062	2.1073	0.4016	0.7637	0.4512	1.0742	1.1998	0.4192	1.079	0.5369	0.9067	0.4849	0.6714	0.9861	0.5734	1.8986	1.6206	0.2877	0.4917	0.907	0.5069	0.5449	0.8228	6.1079	4.5391	0.8496	1.3209	1.3774	1.7442	0.9216	1.4182	0.3459	0.5614	0.8486	0.7291	0.6914	0.8566	0.4513	0.3423	0.7972	1.0456	1.3429	1.3332	0.6597	0.9968	0.7201	0.604	0.6119	1.2272	0.2892	0.559	4.0996	1.3693	0.7711	0.7232	0.7003	1.2527	0.2877	0.7538	1.0803	1.8957	1.2935	3.0196	0.9023	1.4232	0.7281	0.4816	1.2711	1.5583	2.0007	4.3943	0.6022	0.6705	1.5832	2.2141	0.5557	0.8489	0.928	0.6767	0.9854	1.1764	1.4823	1.2506	1.3872	0.7285	1.9412	0.8497	0.9421	0.2994	0.5313	0.673	1.4294	0.509	1.1313	0.3852	0.8086	0.2877	1.6852	2.37	0.8795	0.5971	0.304	1.3396
533	1.5296	1.4436	0.9925	0.9598	0.9867	1.0414	1.5954	1.0177	0.5543	0.643	0.238	0.4852	0.9891	1.1135	1.6306	1.2934	1.0951	1.1507	0.6174	0.843	1.5011	1.1356	0.8974	0.9716	1.4307	1.3859	0.9558	1.0064	1.2647	0.9038	0.6416	0.944	1.0724	1.6116	0.4632	0.699	0.7207	0.8782	0.8264	0.6404	1.217	1.1551	1.068	1.1201	0.8062	0.7731	0.8704	0.8135	1.0044	0.7793	1.1222	0.7851	0.6638	0.7433	0.9936	1.2763	0.8608	0.6612	0.6368	0.5592	1.0442	1.1248	1.476	1.7127	1.2932	1.1855	0.9916	1.0693	1.401	1.5538	0.7632	0.6114	0.6382	1.0154	2.8003	1.49	0.4699	0.9148	1.3705	1.3057	0.7875	1.0918	1.0084	0.8193	1.7402	1.4983	0.4958	0.6342	0.8612	0.8887	1.0795	0.8966	1.1753	0.9796	1.5114	1.1309	1.0657	1.4044	1.5111	1.2405	1.2267	1.1628	0.9912	1.3262	1.1099	1.2838	1.3397	0.9408	1.1075	0.9089	0.7779	0.5055	0.5957	0.6106	0.8596	0.693	1.5542	0.5395	1.126	0.7531	0.8547	1.2748	0.7924	1.0964	1.0436	1.5883
1090	1.0251	0.6284	0.8096	1.9907	1.0845	1.3673	0.8388	0.5848	1.0109	1.5413	0.7186	0.6915	0.8988	1.6271	1.2945	0.9296	2.1338	2.4178	0.678	0.6255	0.576	1.4792	1.418	1.1887	0.8232	1.2953	0.3543	0.3158	0.5668	0.7306	2.0161	1.3462	0.7139	0.8268	1.2349	1.9699	1.9934	1.2671	1.4127	0.7265	2.0265	0.5933	0.4498	1.1022	0.816	0.7116	1.2198	1.3873	2.513	1.7794	0.621	0.712	0.6282	0.7443	0.8526	0.9627	0.7088	0.7012	0.9341	0.6682	0.7615	1.3396	1.5893	1.5763	0.6319	0.5919	0.1787	0.3834	1.5729	1.5423	3.2231	1.2654	0.4895	1.1379	0.8963	1.8702	1.1407	0.9891	1.6942	1.5992	0.8622	0.7597	0.8658	0.9206	0.9749	0.4455	0.7043	0.9051	1.1465	1.35	1.1764	0.8004	1.3073	1.96	1.1326	0.4542	1.3077	1.5324	0.9203	0.8504	2.1436	1.0167	1.5951	1.4147	1.0239	1.1435	1.3261	1.3939	0.7049	0.6422	1.4189	0.8136	1.3279	1.418	0.5068	0.9531	0.5862	0.4287	0.8953	0.8782	1.0973	1.2919	1.1031	2.7469	0.8597	0.7345
381	2.0881	1.1877	2.118	1.6209	0.5633	0.9359	0.5649	0.4037	0.6965	1.0831	0.8481	0.8919	1.0084	1.3962	1.0917	1.6391	1.1622	0.9896	1.5969	1.0011	1.1096	1.1214	1.4117	0.993	0.6459	0.893	0.9176	0.8184	1.1582	0.9693	0.7519	0.756	0.2436	0.5411	0.4956	0.6405	1.4504	0.8044	1.888	1.0667	0.7433	1.0146	1.2125	0.5571	0.6016	0.456	1.6467	1.6205	1.1368	1.0085	1.3976	1.0862	1.1823	1.1095	0.9287	1.0265	1.3732	1.0124	0.6251	0.906	0.8459	1.1332	0.9367	1.0444	1.275	1.5609	0.6262	0.8842	1.4055	1.4845	0.3979	0.5551	0.6878	0.5491	3.3529	1.5575	0.3627	0.9989	0.5278	0.7939	0.6419	0.6073	1.4014	1.1553	1.8075	2.2612	0.8471	1.3421	0.6129	0.4842	0.5399	0.9646	1.0223	1.2665	1.285	0.8375	1.7247	1.9789	1.5462	1.9907	2.2739	1.5287	0.9942	1.0848	0.5647	0.4462	1.4358	1.0547	0.9916	0.2839	1.0058	0.607	0.5646	0.3603	1.724	0.7341	0.9232	0.6438	1.3969	0.7532	1.2472	0.8843	0.7672	0.8518	1.1271	1.7566
100001051	1.4358	1.7361	0.8521	0.9895	0.6859	0.5623	2.1485	1.8431	1.1903	1.0129	0.3226	0.6888	0.9021	1.1351	0.914	0.8032	1.2498	1.2657	0.4972	0.6201	1.3862	1.0155	0.7074	0.9645	1.6495	1.596	0.9424	0.7985	1.1068	0.8678	0.6579	0.5899	0.8481	2.1493	0.5018	0.9022	0.962	1.111	0.8794	0.5981	0.9866	1.3778	1.1614	0.9836	1.263	1.1724	1.5506	1.8718	1.4717	0.9179	1.3463	1.0423	1.3279	1.1866	0.8216	1.0582	1.1037	1.1138	0.9774	0.8094	1.3168	1.5389	1.0009	0.7866	1.0954	1.2348	1.8712	1.6625	0.6846	0.9163	0.6466	0.5232	0.9041	0.9257	4.4632	2.0186	0.6482	0.772	0.9896	1.2644	0.6975	0.9376	1.0873	1.2662	1.0844	1.232	0.5094	0.6912	0.9786	1.0916	0.6151	0.8273	0.9897	1.0971	0.9991	1.2139	1.6498	1.7312	1.0789	1.3904	1.0791	1.0555	1.4643	1.7085	2.2374	2.2059	1.0082	0.943	1.4777	1.5963	0.7911	0.4625	0.5422	0.615	0.8175	0.5845	0.5129	0.5578	1.0103	0.6983	1.3581	0.736	0.7838	1.2351	0.5592	0.9518
